week_range,TotalPopulation,BusanPopulation,ChungcheongbukPopulation,ChungcheongnamPopulation,DaeguPopulation,DaejeonPopulation,GangwonPopulation,GwanguPopulation,GyeonggiPopulation,GyeongsangbukPopulation,GyeongsangnamPopulation,InchenPopulation,JejuPopulation,JeollanamPopulation,JeonbukPopulation,SeoulPopulation,UlsanPopulation
2006-06-25~2006-07-01,49037935.178183734,3615394.93309925,1495967.055247598,1976293.1545651127,2498466.642072583,1467539.298072346,1506838.2876225286,1409124.315897504,10916307.80146058,2691109.9645423302,3175846.2148444643,2626863.4935712134,559022.1707457267,1944755.4702202717,1870125.2256870945,10190757.889121115,1093523.2614140152
2006-07-02~2006-07-08,49039942.82599919,3615542.949929752,1496028.301198912,1976374.0654073013,2498568.931067373,1467599.380171137,1506899.9786497997,1409182.0064455306,10916754.722837487,2691220.140491253,3175976.236238968,2626971.039224088,559045.0575095313,1944835.0898873152,1870201.7899390424,10191175.10597047,1093568.03103123
2006-07-09~2006-07-15,49041549.20730635,3615661.3827882605,1496077.3059847974,1976438.8046825055,2498650.7756657596,1467647.4537225084,1506949.3395547674,1409228.1664429344,10917112.318497494,2691308.295686345,3176080.270390801,2627057.0898377034,559063.3699193443,1944898.7960532252,1870263.0513725358,10191508.93411636,1093603.852591002
2006-07-16~2006-07-22,49043155.588613495,3615779.815646769,1496126.3107706825,1976503.5439577098,2498732.6202641465,1467695.5272738796,1506998.700459735,1409274.326440338,10917469.9141575,2691396.450881437,3176184.3045426346,2627143.1404513186,559081.6823291574,1944962.5022191352,1870324.3128060293,10191842.76226225,1093639.6741507736
2006-07-23~2006-07-29,49044761.96992065,3615898.248505277,1496175.3155565679,1976568.2832329138,2498814.464862533,1467743.600825251,1507048.0613647024,1409320.486437742,10917827.509817507,2691484.6060765283,3176288.3386944677,2627229.1910649342,559099.9947389704,1945026.208385045,1870385.5742395227,10192176.59040814,1093675.4957105455
2006-07-30~2006-08-05,49046368.3512278,3616016.6813637856,1496224.320342453,1976633.022508118,2498896.30946092,1467791.6743766223,1507097.42226967,1409366.6464351455,10918185.105477514,2691572.76127162,3176392.372846301,2627315.2416785494,559118.3071487835,1945089.914550955,1870446.8356730163,10192510.41855403,1093711.317270317
2006-08-06~2006-08-12,49047974.73253495,3616135.114222294,1496273.3251283383,1976697.7617833223,2498978.1540593063,1467839.7479279938,1507146.7831746377,1409412.8064325494,10918542.70113752,2691660.916466712,3176496.406998134,2627401.2922921646,559136.6195585965,1945153.620716865,1870508.0971065096,10192844.24669992,1093747.138830089
2006-08-13~2006-08-19,49049983.038041234,3616283.1795420335,1496334.5911433804,1976778.6991313146,2499080.476563227,1467899.849709243,1507208.4944114406,1409470.5158795798,10918989.768922618,2691771.128508474,3176626.4709867015,2627508.8731762134,559159.5138199385,1945233.2664667324,1870584.6864403493,10193261.60022648,1093791.923113505
2006-08-20~2006-08-26,49051991.34354751,3616431.244861773,1496395.8571584227,1976859.636479307,2499182.7990671475,1467959.9514904926,1507270.2056482434,1409528.2253266103,10919436.836707715,2691881.3405502364,3176756.5349752684,2627616.454060262,559182.4080812805,1945312.9122165996,1870661.2757741893,10193678.953753043,1093836.7073969205
2006-08-27~2006-09-02,49053999.64905379,3616579.3101815125,1496457.123173465,1976940.5738272993,2499285.121571068,1468020.053271742,1507331.9168850463,1409585.934773641,10919883.904492814,2691991.552591999,3176886.5989638353,2627724.0349443103,559205.3023426225,1945392.557966467,1870737.865108029,10194096.307279604,1093881.4916803362
2006-09-03~2006-09-09,49056007.95456007,3616727.375501252,1496518.389188507,1977021.5111752916,2499387.444074989,1468080.1550529914,1507393.6281218491,1409643.6442206714,10920330.972277911,2692101.7646337613,3177016.6629524026,2627831.615828359,559228.1966039645,1945472.2037163344,1870814.4544418687,10194513.660806164,1093926.275963752
2006-09-10~2006-09-16,49058016.58899255,3616875.465071566,1496579.665237878,1977102.4617794412,2499489.7833375908,1468140.2666778876,1507455.3494659003,1409701.3631195254,10920778.11328509,2692211.994726377,3177146.748243233,2627939.214332322,559251.0946149961,1945551.8625108174,1870891.0563197357,10194931.082688116,1093971.06758207
2006-09-17~2006-09-23,49060025.22342503,3617023.55464188,1496640.9412872489,1977183.412383591,2499592.122600193,1468200.3783027842,1507517.0708099515,1409759.0820183791,10921225.254292268,2692322.2248189924,3177276.833534064,2628046.8128362847,559273.9926260278,1945631.5213053003,1870967.6581976027,10195348.504570067,1094015.8592003875
2006-09-24~2006-09-30,49062033.8578575,3617171.6442121947,1496702.21733662,1977264.362987741,2499694.461862795,1468260.4899276805,1507578.7921540027,1409816.800917233,10921672.395299448,2692432.4549116082,3177406.918824895,2628154.411340248,559296.8906370595,1945711.1800997835,1871044.2600754695,10195765.92645202,1094060.650818705
2006-10-01~2006-10-07,49064042.49228998,3617319.733782509,1496763.4933859908,1977345.3135918905,2499796.801125397,1468320.6015525768,1507640.513498054,1409874.519816087,10922119.536306627,2692542.685004224,3177537.0041157254,2628262.009844211,559319.788648091,1945790.8388942664,1871120.8619533365,10196183.348333972,1094105.442437023
2006-10-08~2006-10-14,49065649.66302003,3617438.2248423975,1496812.5222542654,1977410.0846818734,2499878.68594462,1468368.6987287013,1507689.898660418,1409920.7024978674,10922477.30769963,2692630.883521364,3177641.089392992,2628348.102745622,559338.1100571594,1945854.5763672548,1871182.1534924952,10196517.340532804,1094141.2816005598
2006-10-15~2006-10-21,49067256.83375007,3617556.715902286,1496861.55112254,1977474.8557718564,2499960.5707638427,1468416.795904826,1507739.2838227823,1409966.885179648,10922835.079092633,2692719.0820385045,3177745.174670259,2628434.1956470325,559356.4314662277,1945918.3138402435,1871243.445031654,10196851.332731636,1094177.120764097
2006-10-22~2006-10-28,49068864.004480116,3617675.2069621747,1496910.5799908142,1977539.626861839,2500042.4555830657,1468464.8930809505,1507788.6689851463,1410013.0678614283,10923192.850485634,2692807.2805556445,3177849.2599475263,2628520.2885484435,559374.7528752962,1945982.051313232,1871304.7365708128,10197185.32493047,1094212.9599276339
2006-10-29~2006-11-04,49070471.175210156,3617793.6980220634,1496959.6088590887,1977604.397951822,2500124.3404022884,1468512.990257075,1507838.0541475106,1410059.2505432088,10923550.621878637,2692895.479072785,3177953.345224793,2628606.381449854,559393.0742843645,1946045.7887862206,1871366.0281099717,10197519.317129303,1094248.799091171
2006-11-05~2006-11-11,49072078.3459402,3617912.189081952,1497008.6377273633,1977669.169041805,2500206.2252215114,1468561.0874331996,1507887.4393098748,1410105.433224989,10923908.39327164,2692983.677589925,3178057.43050206,2628692.474351265,559411.3956934329,1946109.526259209,1871427.3196491303,10197853.309328135,1094284.638254708
2006-11-12~2006-11-18,49074087.63838671,3618060.3271653326,1497069.9338503224,1977750.146164784,2500308.5980097116,1468621.2187502272,1507949.1808733894,1410163.1710321344,10924355.68075896,2693093.943793117,3178187.558407886,2628800.1081037153,559434.3012056864,1946189.211149334,1871503.9466212154,10198270.86795446,1094329.444546434
2006-11-19~2006-11-25,49076096.93083322,3618208.4652487133,1497131.2299732813,1977831.123287763,2500410.970797912,1468681.3500672546,1508010.9224369042,1410220.9088392798,10924802.968246281,2693204.2099963096,3178317.686313712,2628907.741856166,559457.2067179399,1946268.8960394587,1871580.5735933003,10198688.426580787,1094374.2508381605
2006-11-26~2006-12-02,49078106.22327974,3618356.6033320935,1497192.5260962402,1977912.1004107418,2500513.3435861124,1468741.481384282,1508072.664000419,1410278.6466464254,10925250.255733604,2693314.476199502,3178447.814219538,2629015.3756086165,559480.1122301935,1946348.5809295834,1871657.2005653854,10199105.98520711,1094419.0571298867
2006-12-03~2006-12-09,49080115.515726246,3618504.741415474,1497253.8222191993,1977993.0775337208,2500615.7163743125,1468801.6127013096,1508134.4055639335,1410336.3844535707,10925697.543220924,2693424.742402694,3178577.942125364,2629123.009361067,559503.017742447,1946428.2658197084,1871733.8275374705,10199523.543833436,1094463.863421613
2006-12-10~2006-12-16,49117878.012581,3612291.5931323795,1499124.6577753595,1981500.6620269767,2499144.77309945,1470173.0901610476,1507268.7244511468,1410957.9075628566,10961800.23457674,2691012.5939221554,3182252.9537002915,2636213.6074888534,559454.0141939576,1943109.8126557667,1869842.4620299763,10198160.835066749,1095570.0907372902
2006-12-17~2006-12-23,49155640.50943575,3606078.4448492844,1500995.4933315197,1985008.2465202324,2497673.8298245873,1471544.5676207857,1506403.04333836,1411579.4306721424,10997902.925932555,2688600.4454416167,3185927.9652752187,2643304.20561664,559405.0106454681,1939791.359491825,1867951.0965224823,10196798.126300061,1096676.3180529678
2006-12-24~2006-12-30,49193403.006290495,3599865.2965661897,1502866.3288876796,1988515.8310134884,2496202.886549725,1472916.045080524,1505537.3622255735,1412200.9537814283,11034005.61728837,2686188.2969610775,3189602.9768501455,2650394.803744427,559356.0070969788,1936472.9063278832,1866059.7310149882,10195435.417533375,1097782.545368645
2006-12-31~2007-01-06,49231165.50314525,3593652.1482830946,1504737.1644438398,1992023.415506744,2494731.9432748626,1474287.522540262,1504671.6811127868,1412822.4768907141,11070108.308644185,2683776.1484805387,3193277.9884250727,2657485.4018722135,559307.0035484894,1933154.4531639416,1864168.3655074942,10194072.708766688,1098888.7726843227
2007-01-07~2007-01-13,49268928.0,3587439.0,1506608.0,1995531.0,2493261.0,1475659.0,1503806.0,1413444.0,11106211.0,2681364.0,3196953.0,2664576.0,559258.0,1929836.0,1862277.0,10192710.0,1099995.0
2007-01-14~2007-01-20,49270945.352600805,3587585.8903361745,1506669.6891759282,1995612.7084888234,2493363.08841083,1475719.4219462934,1503867.5744459713,1413501.8745072247,11106665.75200203,2681473.790426922,3197083.9015988577,2664685.103029878,559280.8992313537,1929915.0185585879,1862353.252305497,10193127.34802973,1100040.0401067003
2007-01-21~2007-01-27,49272962.70520161,3587732.780672349,1506731.3783518565,1995694.416977647,2493465.1768216603,1475779.8438925869,1503929.1488919428,1413559.7490144493,11107120.504004061,2681583.5808538436,3197214.803197715,2664794.2060597558,559303.7984627073,1929994.0371171755,1862429.504610994,10193544.696059462,1100085.0802134003
2007-01-28~2007-02-03,49274980.05780241,3587879.671008523,1506793.067527785,1995776.1254664706,2493567.265232491,1475840.26583888,1503990.7233379143,1413617.6235216742,11107575.256006094,2681693.371280765,3197345.704796572,2664903.309089634,559326.6976940611,1930073.0556757632,1862505.756916491,10193962.04408919,1100130.1203201003
2007-02-04~2007-02-10,49276997.410403214,3588026.5613446976,1506854.7567037132,1995857.833955294,2493669.353643321,1475900.6877851735,1504052.2977838856,1413675.4980288988,11108030.008008124,2681803.161707687,3197476.60639543,2665012.412119512,559349.5969254147,1930152.074234351,1862582.009221988,10194379.392118922,1100175.1604268006
2007-02-11~2007-02-17,49279015.09341198,3588173.475739005,1506916.455983277,1995939.555826575,2493771.4587744926,1475961.1196275516,1504113.8823147016,1413733.3820149812,11108484.83449078,2681912.970116409,3197607.5294337375,2665121.5330186062,559372.4999072722,1930231.1057348317,1862658.2740163126,10194796.808503143,1100220.2079103023
2007-02-18~2007-02-24,49281032.77642074,3588320.390133312,1506978.1552628404,1996021.2776978558,2493873.563905664,1476021.5514699295,1504175.4668455173,1413791.2660010634,11108939.660973437,2682022.778525131,3197738.452472045,2665230.6539177,559395.4028891295,1930310.137235312,1862734.5388106373,10195214.224887367,1100265.255393804
2007-02-25~2007-03-03,49283050.45942951,3588467.304527619,1507039.854542404,1996102.9995691366,2493975.6690368354,1476081.9833123074,1504237.051376333,1413849.1499871458,11109394.487456093,2682132.586933853,3197869.375510353,2665339.7748167943,559418.3058709868,1930389.1687357924,1862810.8036049618,10195631.64127159,1100310.3028773055
2007-03-04~2007-03-10,49285068.14243828,3588614.2189219263,1507101.5538219677,1996184.7214404177,2494077.774168007,1476142.4151546855,1504298.635907149,1413907.0339732282,11109849.313938748,2682242.395342575,3198000.2985486607,2665448.8957158886,559441.2088528442,1930468.200236273,1862887.0683992864,10196049.057655811,1100355.3503608073
2007-03-11~2007-03-17,49287086.15590912,3588761.1573783066,1507163.2632068214,1996266.4566963478,2494179.8960222583,1476202.856894769,1504360.2305244608,1413964.9274397204,11110304.214914227,2682352.221736042,3198131.2430299297,2665558.0344871255,559464.1155858195,1930547.2446807658,1862963.345684484,10196466.54240572,1100400.4052223186
2007-03-18~2007-03-24,49289104.16937996,3588908.0958346864,1507224.972591675,1996348.191952278,2494282.017876509,1476263.2986348525,1504421.8251417729,1414022.8209062126,11110759.115889706,2682462.048129509,3198262.187511199,2665667.1732583623,559487.0223187949,1930626.2891252586,1863039.6229696816,10196884.02715563,1100445.4600838302
2007-03-25~2007-03-31,49291122.18285079,3589055.034291066,1507286.6819765284,1996429.9272082078,2494384.13973076,1476323.740374936,1504483.419759085,1414080.714372705,11111214.016865185,2682571.874522976,3198393.131992468,2665776.312029599,559509.9290517701,1930705.3335697511,1863115.9002548791,10197301.511905538,1100490.5149453417
2007-04-01~2007-04-07,49293140.19632164,3589201.9727474465,1507348.391361382,1996511.662464138,2494486.261585011,1476384.1821150195,1504545.0143763968,1414138.6078391972,11111668.917840663,2682681.700916443,3198524.076473737,2665885.450800836,559532.8357847454,1930784.378014244,1863192.177540077,10197718.996655447,1100535.569806853
2007-04-08~2007-04-14,49294754.87151127,3589319.5427653617,1507397.766954821,1996577.0613783551,2494567.972449067,1476432.5434265477,1504594.298140765,1414184.9301979612,11112032.898225065,2682769.5764213693,3198628.8492159313,2665972.7761178818,559551.1641725115,1930847.623926744,1863253.2093625702,10198053.039156882,1100571.6195994369
2007-04-15~2007-04-21,49296369.54670091,3589437.112783277,1507447.14254826,1996642.4602925724,2494649.683313123,1476480.9047380758,1504643.581905133,1414231.2525567254,11112396.878609467,2682857.4519262956,3198733.6219581254,2666060.1014349274,559569.4925602777,1930910.8698392443,1863314.2411850635,10198387.081658319,1100607.6693920207
2007-04-22~2007-04-28,49297984.22189054,3589554.6828011926,1507496.5181416993,1996707.8592067894,2494731.3941771784,1476529.2660496037,1504692.8656695012,1414277.5749154894,11112760.858993871,2682945.3274312224,3198838.39470032,2666147.4267519726,559587.8209480437,1930974.1157517445,1863375.2730075566,10198721.124159753,1100643.7191846042
2007-04-29~2007-05-05,49299598.897080176,3589672.252819108,1507545.8937351382,1996773.2581210067,2494813.1050412343,1476577.6273611318,1504742.1494338694,1414323.8972742537,11113124.839378273,2683033.2029361487,3198943.167442514,2666234.7520690183,559606.1493358099,1931037.3616642447,1863436.3048300499,10199055.16666119,1100679.768977188
2007-05-06~2007-05-12,49301213.57226981,3589789.822837023,1507595.2693285772,1996838.657035224,2494894.81590529,1476625.98867266,1504791.4331982376,1414370.2196330177,11113488.819762675,2683121.078441075,3199047.940184708,2666322.077386064,559624.477723576,1931100.6075767449,1863497.3366525432,10199389.209162625,1100715.8187697718
2007-05-13~2007-05-19,49303232.246827185,3589936.8094293727,1507656.9989289765,1996920.4190670294,2494996.9712139177,1476686.4502130179,1504853.0479934982,1414428.1320649884,11113943.869760405,2683230.94081287,3199178.927562437,2666431.2519103684,559647.3919606304,1931179.6779156227,1863573.6389256245,10199806.8306775,1100760.888390928
2007-05-20~2007-05-26,49305250.92138456,3590083.7960217223,1507718.7285293755,1997002.1810988346,2495099.1265225457,1476746.9117533755,1504914.6627887585,1414486.044496959,11114398.919758134,2683340.8031846643,3199309.9149401654,2666540.426434673,559670.3061976847,1931258.7482545003,1863649.941198706,10200224.452192377,1100805.9580120845
