week_range,SeoulPopulation,BusanPopulation,DaeguPopulation,InchenPopulation,GwanguPopulation,DaejeonPopulation,UlsanPopulation,GyeonggiPopulation,GangwonPopulation,ChungcheongbukPopulation,ChungcheongnamPopulation,JeonbukPopulation,JeollanamPopulation,GyeongsangbukPopulation,GyeongsangnamPopulation,JejuPopulation
2018-01-14~2018-01-20,9869500.416271623,3466533.5184072955,2468527.81228717,2952488.282375434,1467204.3008091848,1505028.902119012,1164513.1092718826,12898052.059927069,1546126.5452371002,1593568.1265545413,2097312.6525599514,1848190.436838049,1887513.1811838145,2684747.3615039554,3369208.9324336434,650717.0505022574
2018-01-21~2018-01-27,9868013.696051361,3466079.691174076,2468254.1752369464,2952609.621822093,1467119.8758297174,1504816.5667714998,1164404.652167864,12901440.293527711,1546104.9559072326,1593628.0889517071,2097491.212141406,1847960.7994408512,1887320.3693867978,2684546.296356557,3369156.6551441867,650918.9946891884
2018-01-28~2018-02-03,9866525.481169375,3465624.684016276,2467979.5754921865,2952728.717536252,1467034.8772388059,1504603.174235107,1164294.9398678807,12904830.606729921,1546082.9945786034,1593687.74000748,2097670.2641301015,1847730.1784719352,1887126.7897339445,2684344.1076702243,3369102.677025299,651120.6551423835
2018-02-04~2018-02-10,9865248.678784668,3465233.738757373,2467743.438056128,2952829.0137490504,1466961.564755855,1504419.4249107223,1164199.9017200863,12907738.244667757,1546063.8745019885,1593738.621681523,2097824.1291792374,1847531.7205129254,1886960.2531666493,2684169.9088366646,3369055.056344869,651293.2811305162
2018-02-11~2018-02-17,9863757.68810234,3464776.540311065,2467467.0504500857,2952943.9425314222,1466875.5008865474,1504204.069023551,1164087.858341883,12911132.41998716,1546041.222318516,1593797.6945318512,2098004.0956385247,1847299.2729108182,1886765.2474958138,2683965.6335780257,3368997.919542753,651494.4146496304
2018-02-18~2018-02-24,9862265.20275829,3464318.161940177,2467189.700149507,2953056.6275812937,1466788.8634057958,1503987.6559474987,1163974.5597677147,12914528.674908133,1546018.198136282,1593856.4560407863,2098184.554505054,1847065.8417369928,1886569.4739691415,2683760.234780452,3368939.081911207,651695.2644350088
2018-02-25~2018-03-03,9860771.222752517,3463858.6036447077,2466911.3871543915,2953167.0688986643,1466701.6523136003,1503770.1856825661,1163860.0059975819,12917927.009430671,1545994.8019552862,1593914.906208328,2098365.505778825,1846831.426991449,1886372.932586633,2683553.712443945,3368878.5434502307,651895.8304866513
2018-03-04~2018-03-10,9858848.195078889,3463266.0092123733,2466552.1415891075,2953305.767965079,1466588.6809088597,1503489.027635828,1163710.878209259,12922299.35241501,1545964.1745407232,1593989.598942508,2098598.880953702,1846528.5913560821,1886119.1082454433,2683286.532811226,3368798.209108179,652153.2842096002
2018-03-11~2018-03-17,9857350.798703466,3462803.7539464333,2466271.6281493367,2953411.08075102,1466500.1587047921,1503269.140939168,1163593.4554197784,12925702.440312559,1545939.9280768435,1594047.3374725797,2098780.95772974,1846291.9284466107,1885920.8117638796,2683077.4423857257,3368733.783037076,652353.2017269894
2018-03-18~2018-03-24,9855851.907666318,3462340.3187559126,2465990.1520150295,2953514.14980446,1466411.0628892805,1503048.1970536273,1163474.777434333,12929107.607811673,1545915.3096142022,1594104.764661258,2098963.5269130194,1846054.281965421,1885721.7474264794,2682867.2284212913,3368667.6561365416,652552.8355106425
2018-03-25~2018-03-31,9854351.521967448,3461875.703640811,2465707.713186186,2953614.9751254,1466321.3934623247,1502826.1959792061,1163354.844252923,12932514.854912352,1545890.319152799,1594161.8805085432,2099146.5885035405,1845815.651912513,1885521.9152332426,2682655.8909179233,3368599.8284065775,652752.18556056
2018-04-01~2018-04-07,9853064.287453985,3461476.522989935,2465464.8565351986,2953699.611001154,1466244.0774056215,1502635.06790794,1163251.04534962,12935437.007620305,1545868.6026766635,1594210.58914674,2099303.8903542412,1845610.329024367,1885350.0193456186,2682473.8502411903,3368540.3366309386,652922.8312030259
2018-04-08~2018-04-14,9851561.125954771,3461009.716586326,2465180.6298450725,2953796.269390307,1466153.3427002698,1502411.1034827402,1163128.78108999,12938848.11683818,1545842.9213604173,1594267.1267885806,2099487.866415354,1845369.872338268,1885148.7611343993,2682260.4261655156,3368469.350217746,653121.6543188624
2018-04-15~2018-04-21,9850056.469793838,3460541.730258136,2464895.44046041,2953890.684046959,1466062.0343834742,1502186.0818686597,1163005.261634395,12942261.305657623,1545816.8680454092,1594323.353089028,2099672.3348837085,1845128.4320804505,1884946.7350673438,2682045.8785509067,3368396.662975123,653320.193700963
2018-04-22~2018-04-28,9848550.318971181,3460072.564005365,2464609.2883812105,2953982.854971111,1465970.1524552342,1501960.0030656988,1162880.4869828355,12945676.57407863,1545790.4427316394,1594379.2680480822,2099857.295759305,1844886.0082509145,1884743.9411444515,2681830.2073973636,3368322.2749030697,653518.4493493278
2018-04-29~2018-05-05,9847042.6734868,3459602.2178280135,2464322.1736074747,2954072.7821627622,1465877.6969155504,1501732.867073857,1162754.4571353113,12949093.922101207,1545763.645419108,1594434.8716657432,2100042.749042143,1844642.6008496606,1884540.3793657226,2681613.4127048864,3368246.1860015853,653716.4212639567
2018-05-06~2018-05-12,9845533.533340698,3459130.691726081,2464034.0961392024,2954160.465621913,1465784.6677644225,1501504.6738931346,1162627.1720918226,12952513.349725349,1545736.4761078148,1594490.163942011,2100228.694732223,1844398.209876688,1884336.0497311573,2681395.494473475,3368168.396270671,653914.1094448498
2018-05-13~2018-05-19,9844022.898532875,3458657.9856995675,2463745.0559763936,2954245.905348563,1465691.0650018507,1501275.4235235313,1162498.631852369,12955934.856951056,1545708.93479776,1594545.1448768857,2100415.1328295446,1844152.8353319971,1884130.9522407553,2681176.452703129,3368088.905710326,654111.513892007
2018-05-20~2018-05-26,9842510.769063327,3458184.099748473,2463455.053119048,2954329.1013427125,1465596.8886278346,1501045.1159650476,1162368.8364169507,12959358.443778332,1545681.0214889436,1594599.814470367,2100602.063334108,1843906.477215588,1883925.0868945168,2680956.2873938493,3368007.7143205507,654308.6346054282
2018-05-27~2018-06-02,9840997.144932058,3457709.033872798,2463164.0875671655,2954410.0536043616,1465502.138642375,1500813.751217683,1162237.7857855677,12962784.110207172,1545652.7361813653,1594654.1727224553,2100789.486245913,1843659.1355274606,1883718.4536924416,2680734.9985456355,3367924.8221013444,654505.4715851137
2018-06-03~2018-06-09,9839698.563190822,3457300.8954271446,2462913.9222964314,2954477.6554292953,1465420.4678212393,1500614.5971410372,1162124.457639431,12965722.050910693,1545628.1955513654,1594700.517707626,2100950.526371999,1843446.3455234123,1883540.7283686707,2680544.4281447493,3367852.417906356,654673.9631673809
2018-06-10~2018-06-16,9838182.16325921,3456823.638262962,2462621.168883267,2954554.4407591573,1465324.6525573833,1500381.2690428942,1161991.075929828,12969151.579456728,1545599.2193889439,1594754.2977542698,2101138.863754396,1843197.1772020939,1883332.6691486132,2680321.0527242287,3367766.367003922,654870.2732129854
2018-06-17~2018-06-23,9836664.268665876,3456345.2011741986,2462327.452775566,2954628.982356519,1465228.2636820832,1500146.8837558706,1161856.4390242603,12972583.18760433,1545569.8712277608,1594807.7664595202,2101327.6935440344,1842947.025309057,1883123.8420727195,2680096.553764774,3367678.6152720572,655066.2995248542
2018-06-24~2018-06-30,9835144.879410818,3455865.5841608546,2462032.7739733285,2954701.2802213803,1465131.3011953393,1499911.4412799664,1161720.546922728,12976016.8753535,1545540.151067816,1594860.9238233776,2101517.0157409147,1842695.8898443016,1882914.247140989,2679870.931266385,3367589.162710762,655262.042102987
2018-07-01~2018-07-07,9833623.995494038,3455384.7872229293,2461737.1324765543,2954771.334353741,1465033.765097151,1499674.9416151815,1161583.3996252308,12979452.642704237,1545510.0589091093,1594913.7698458415,2101706.8303450365,1842443.770807828,1882703.8843534219,2679644.185229062,3367498.0093200365,655457.5009473839
2018-07-08~2018-07-14,9832101.616915537,3454902.810360423,2461440.5282852435,2954839.1447536005,1464935.655387519,1499437.384761516,1161444.997131769,12982890.48965654,1545479.5947516412,1594966.3045269123,2101897.1373564,1842190.6681996363,1882492.7537100182,2679416.315652805,3367405.1550998804,655652.6760580451
2018-07-15~2018-07-21,9830577.743675312,3454419.653573336,2461142.961399396,2954904.7114209603,1464836.972066443,1499198.7707189696,1161305.3394423425,12986330.41621041,1545448.758595411,1595018.52786659,2102087.9367750054,1841936.582019726,1882280.855210778,2679187.3225376136,3367310.6000502943,655847.5674349703
2018-07-22~2018-07-28,9829052.375773365,3453935.316861668,2460844.431819012,2954968.0343558188,1464737.7151339226,1498959.0994875429,1161164.4265569516,12989772.422365844,1545417.5504404195,1595070.4398648744,2102279.228600852,1841681.5122680976,1882068.1888557011,2678957.205883488,3367214.3441712772,656042.1750781597
2018-07-29~2018-08-04,9827525.513209693,3453449.8002254195,2460544.9395440915,2955029.1135581774,1464637.8845899585,1498718.3710672352,1161022.2584755956,12993216.508122846,1545385.970286666,1595122.0405217656,2102471.0128339413,1841425.4589447507,1881854.7546447879,2678725.9656904284,3367116.3874628297,656236.4989876132
2018-08-05~2018-08-11,9826215.584240688,3453032.703984989,2460287.46565361,2955079.68133229,1464551.8590043907,1498511.1909852093,1160899.401086625,12996170.236821933,1545358.6055028017,1595166.0218539105,2102635.7912354134,1841205.2018248,1881671.1998848696,2678526.8655653885,3367031.070848491,656402.8365096815
2018-08-12~2018-08-18,9824685.945876675,3452544.9960602326,2459986.1855174075,2955136.5936028617,1464450.9631820305,1498268.4992141232,1160754.901927049,12999618.18469613,1545326.3344942052,1595217.0443053572,2102828.489939094,1840947.321868262,1881456.3396559742,2678293.5388000226,3366929.9554568157,656596.6334850542
2018-08-19~2018-08-25,9823154.812850941,3452056.108210895,2459683.942686668,2955191.2621409325,1464349.4937482262,1498024.7502541565,1160609.1475715085,13003068.212171895,1545293.691486847,1595267.7554154107,2103021.6810500165,1840688.4583400057,1881240.711571242,2678059.088495722,3366827.1392357093,656790.1467266909
2018-08-26~2018-09-01,9821622.185163483,3451566.0404369775,2459380.737161392,2955243.686946503,1464247.4507029778,1497779.9441053092,1160462.1380200032,13006520.319249226,1545260.6764807268,1595318.155184071,2103215.3645681804,1840428.6112400312,1881024.3156306732,2677823.514652488,3366722.622185173,656983.3762345919
2018-09-02~2018-09-08,9820307.314659802,3451145.043221402,2459120.080484892,2955286.8366662264,1464159.528687738,1497569.2688273923,1160335.1307994758,13009480.923365735,1545232.0818234056,1595361.1071834464,2103381.770928289,1840205.1023115423,1880838.2222453363,2677620.6999701555,3366631.682420472,657148.7756981866
2018-09-09~2018-09-15,9818771.911172003,3450652.7841589767,2458815.0870983335,2955335.0945400097,1464056.4203640937,1497322.4993277665,1160185.7901697503,13012936.89256026,1545198.3759624423,1595410.928746662,2103576.3689170443,1839943.4285783765,1880620.4002867853,2677383.0395546146,3366524.0066867075,657341.4782720066
2018-09-16~2018-09-22,9817235.013022482,3450159.3451719703,2458509.1310172384,2955381.1086812927,1463952.7384290053,1497074.67263926,1160035.1943440603,13016394.941356353,1545164.2981027174,1595460.4389684848,2103771.4593130415,1839680.7712734924,1880401.8104723978,2677144.2556001395,3366414.6301235124,657533.8971120907
2018-09-23~2018-09-29,9815696.620211238,3449664.726260383,2458202.2122416073,2955424.8790900754,1463848.4828824727,1496825.7887618728,1159883.3433224056,13019855.069754012,1545129.848244231,1595509.6378489141,2103967.0421162806,1839417.13039689,1880182.4528021738,2676904.3481067303,3366303.5527308867,657726.032218439
2018-09-30~2018-10-06,9814156.732738271,3449168.9274242152,2457894.3307714392,2955466.4057663577,1463743.6537244963,1496575.8476956051,1159730.237104786,13023317.277753238,1545095.0263869825,1595558.5253879502,2104163.1173267616,1839152.5059485692,1879962.327276113,2676663.317074387,3366190.7745088306,657917.8835910514
2018-10-07~2018-10-13,9812615.35060358,3448671.9486634666,2457585.486606735,2955505.6887101387,1463638.2509550757,1496324.8494404566,1159575.875691202,13026781.565354029,1545059.8325309725,1595607.101585593,2104359.684944484,1838886.8979285301,1879741.4338942159,2676421.162503109,3366076.295457344,658109.4512299281
2018-10-14~2018-10-20,9811072.47380717,3448173.789978137,2457275.6797474935,2955542.72792142,1463532.2745742113,1496072.7939964274,1159420.259081653,13030247.932556387,1545024.2666762008,1595655.3664418429,2104556.7449694485,1838620.3063367726,1879519.772656482,2676177.884392897,3365960.115576427,658300.7351350687
2018-10-21~2018-10-27,9809528.102349035,3447674.451368226,2456964.9101937157,2955577.5234002,1463425.7245819026,1495819.6813635177,1159263.3872761396,13033716.379360313,1544988.3288226675,1595703.3199566994,2104754.2974016545,1838352.731173297,1879297.3435629115,2675933.4827437513,3365842.2348660794,658491.7353064736
2018-10-28~2018-11-03,9807982.236229178,3447173.9328337344,2456653.1779454015,2955610.0751464795,1463318.60097815,1495565.511541727,1159105.2602746615,13037186.905765804,1544952.0189703724,1595750.9621301629,2104952.342241102,1838084.1724381028,1879074.1466135045,2675687.9575556708,3365722.6533263014,658682.4517441425
2018-11-04~2018-11-10,9806656.018497724,3446743.9778233813,2456385.212649154,2955636.190815382,1463226.3241984781,1495346.8102584302,1158968.7238113,13040163.29787788,1544920.6001591866,1595791.5504765122,2105122.486876596,1837853.1963937117,1878882.2237920205,2675476.613149185,3365618.8011422507,658845.6971475384
2018-11-11~2018-11-17,9805107.376577526,3446241.2680003825,2456071.6925395573,2955664.575629875,1463118.1353163293,1495090.6770858613,1158808.2657316017,13043637.686400566,1544883.5994520483,1595838.614444531,2105321.4461866356,1837582.8110253266,1878657.6008246313,2675229.0013887985,3365496.060919245,659035.8866511264
2018-11-18~2018-11-24,9803557.239995604,3445737.378252803,2455757.2097354243,2955690.7167118676,1463009.3728227366,1494833.4867244116,1158646.552455939,13047114.15452482,1544846.2267461482,1595885.3670711566,2105520.897903917,1837311.442085223,1878432.2100014056,2674980.2660894776,3365371.619866808,659225.7924209787
2018-11-25~2018-12-01,9802005.60875196,3445232.308580642,2455441.7642367543,2955714.6140613593,1462900.0367176998,1494575.2391740815,1158483.5839843112,13050592.70225064,1544808.4820414865,1595931.808356389,2105720.84202844,1837039.089573401,1878206.0513223433,2674730.407251223,3365245.4779849406,659415.4144570951
2018-12-02~2018-12-08,9800452.482846593,3444726.0589839006,2455125.356043548,2955736.2676783507,1462790.1270012192,1494315.9344348705,1158319.360316719,13054073.329578027,1544770.365338063,1595977.9383002282,2105921.2785602044,1836765.7534898608,1877979.1247874442,2674479.424874034,3365117.635273643,659604.7527594755
2018-12-09~2018-12-15,9798897.862279503,3444218.6294625783,2454807.985155805,2955755.677562841,1462679.6436732945,1494055.5725067789,1158153.8814531618,13057556.036506979,1544731.8766358779,1596023.7569026742,2106122.2074992107,1836491.4338346024,1877751.430396709,2674227.3189579104,3364988.091732915,659793.8073281202
2018-12-16~2018-12-22,9797341.747050691,3443710.020016675,2454489.6515735253,2955772.8437148314,1462568.5867339256,1493794.1533898064,1157987.1473936401,13061040.8230375,1544693.015934931,1596069.264163727,2106323.628845459,1836216.1306076257,1877522.9681501368,2673974.089502853,3364856.8473627563,659982.5781630289
2018-12-23~2018-12-29,9795784.137160156,3443200.2306461907,2454170.355296709,2955787.766134321,1462456.9561831127,1493531.6770839535,1157819.1581381538,13064527.689169586,1544653.7832352226,1596114.4600833864,2106525.5425989483,1835939.8438089304,1877293.738047728,2673719.736508861,3364723.902163167,660171.0652642018
2018-12-30~2019-01-05,9794225.032607898,3442689.261351126,2453850.0963253565,2955800.44482131,1462344.752020856,1493268.1435892198,1157649.9136867027,13068016.634903237,1544614.1785367522,1596159.3446616528,2106727.9487596797,1835662.573438517,1877063.7400894829,2673464.259975935,3364589.2561341473,660359.268631639
2019-01-06~2019-01-12,9792887.467648676,3442250.348545995,2453574.822409362,2955809.526439392,1462248.1204767516,1493041.4163005431,1157503.8479805074,13071008.815010881,1544579.9355717022,1596197.5693549763,2106901.8316705604,1835424.1302782234,1876865.9878318517,2673244.3858452956,3364472.491530747,660520.359974836
2019-01-13~2019-01-19,9791325.587296076,3441737.1879624226,2453252.775576727,2955818.0381945944,1462134.8510360986,1492775.919455031,1157332.2724508364,13074501.622861728,1544539.6400183886,1596241.875727798,2107105.152301884,1835145.033274619,1876634.5638556243,2672986.8227400635,3364334.6868184996,660708.0364081921
2019-01-20~2019-01-26,9789762.212281754,3441222.8474542694,2452929.7660495555,2955824.306217296,1462021.0079840017,1492509.3654206384,1157159.4417252005,13077996.510314142,1544498.9724663135,1596285.8707592268,2107308.9653404485,1834864.952699296,1876402.3720235603,2672728.136095897,3364195.181276821,660895.4291078125
2019-01-27~2019-02-02,9788197.34260571,3440707.327021535,2452605.793827847,2955828.3305074973,1461906.5913204607,1492241.754197365,1156985.3558035998,13081493.477368124,1544457.9329154766,1596329.554449262,2107513.270786255,1834583.8885522545,1876169.4123356598,2672468.3259127964,3364053.9749057125,661082.5380736969
2019-02-03~2019-02-09,9786854.83611181,3440264.51324126,2452327.3371258336,2955829.9940711893,1461808.0633466844,1492011.531712797,1156835.140265848,13084492.53289319,1544422.4600769693,1596366.7498098162,2107688.7816557717,1834342.193583423,1875969.1214526098,2672244.7372248643,3363931.58715195,661242.6913584203
2019-02-10~2019-02-16,9785287.190635424,3439746.8015200184,2452001.577042843,2955829.851429604,1461692.5814047472,1491741.957138745,1156658.7232660272,13087993.362064365,1544380.7296712894,1596409.855294407,2107894.00157217,1834059.3028031907,1875734.7357467269,2671982.840469457,3363787.2220976134,661429.2733902237
2019-02-17~2019-02-23,9783718.050497316,3439227.9098741957,2451674.8542653164,2955827.4650555174,1461576.5258513663,1491471.3253758126,1156481.051070242,13091496.270837108,1544338.6272668478,1596452.649437605,2108099.71389581,1833775.4284512398,1875499.5821850076,2671719.8201751164,3363641.156213846,661615.5716882915
2019-02-24~2019-03-02,9782147.415697483,3438707.8383037923,2451347.1687932527,2955822.834948931,1461459.8966865411,1491199.6364239994,1156302.123678492,13095001.259211417,1544296.1528636443,1596495.1322394093,2108305.9186266917,1833490.5705275708,1875263.6607674516,2671455.676341841,3363493.3895006482,661801.5862526232
2019-03-03~2019-03-09,9780125.831860067,3438037.4410893996,2450924.4443290355,2955813.585041686,1461309.1020455626,1490848.7686369864,1156070.2298052325,13099510.728576606,1544240.9963062431,1596549.2955033558,2108571.7625321397,1833122.8793774713,1874959.20495263,2671114.411927563,3363300.904548598,662040.3309204584
2019-03-10~2019-03-16,9778551.780690584,3437514.672548526,2450594.558412317,2955803.826403669,1461191.1617688653,1490574.6632534459,1155888.4333941347,13103020.470325924,1544197.6716201557,1596591.06666769,2108779.0927652884,1832835.7732898747,1874721.528436019,2670847.700005295,3363149.2502252734,662225.6969505368
2019-03-17~2019-03-23,9776976.234859379,3436990.724083071,2450263.7098010615,2955791.824033152,1461072.6478807242,1490299.5006810247,1155705.3817870722,13106532.29167681,1544153.9749353067,1596632.526490631,2108986.9154056786,1832547.6836305596,1874483.0840635714,2670579.864544093,3362995.8950725184,662410.7792468794
2019-03-24~2019-03-30,9775399.19436645,3436465.595693035,2449931.89849527,2955777.5779301343,1460953.560381139,1490023.280919723,1155521.0749840448,13110046.192629261,1544109.906251696,1596673.6749721789,2109195.2304533105,1832258.6103995263,1874243.8718352874,2670310.905543957,3362840.839090333,662595.5778094861
2019-03-31~2019-04-06,9773820.6592118,3435939.2873784187,2449599.1244949414,2955761.088094616,1460833.8992701096,1489746.0039695406,1155335.512985053,13113562.17318328,1544065.4655693234,1596714.5121123337,2109404.0379081843,1831968.5535967746,1874003.8917511667,2670040.8230048865,3362684.082278717,662780.0926383568
2019-04-07~2019-04-13,9772466.439450523,3435487.226842244,2449313.1234112536,2955745.1681219772,1460730.876055629,1489507.4965761933,1155175.460809537,13116577.525994092,1544027.0774752141,1596749.26757299,2109583.4076426155,1831719.1506373342,1873797.5833856422,2669808.429440409,3362548.365575948,662938.0223770686
2019-04-14~2019-04-20,9770885.128495531,3434958.72723912,2448978.5615496426,2955724.5113546723,1460610.1496662037,1489228.2562752324,1154987.5677323248,13120097.368665306,1543981.9459379986,1596789.5265077,2109793.129568081,1831427.2672013915,1873556.1772835394,2669536.2603290323,3362388.450081104,663122.0102718585
2019-04-21~2019-04-27,9769302.322878815,3434429.047711415,2448643.0369934957,2955701.6108548664,1460488.8496653342,1488947.958785391,1154798.4194591483,13123619.290938085,1543936.4424020213,1596829.474101017,2110003.343900788,1831134.4001937304,1873314.0033256,2669262.967678721,3362226.833756829,663305.7144329126
2019-04-28~2019-05-04,9767718.022600377,3433898.1882591294,2448306.549742812,2955676.4666225603,1460366.976053021,1488666.6041066686,1154608.0159900067,13127143.292812431,1543890.5668672821,1596869.1103529409,2110214.050640737,1830840.5496143508,1873071.0615118237,2668988.551489476,3362063.516603124,663489.1348602308
2019-05-05~2019-05-11,9766132.227660216,3433366.1488822624,2447969.099797591,2955649.0786577538,1460244.5288292635,1488384.192239066,1154416.3573249008,13130669.374288343,1543844.3193337813,1596908.4352634712,2110425.2497879276,1830545.715463253,1872827.351842211,2668713.0117612965,3361898.4986199886,663672.2715538131
2019-05-12~2019-05-18,9764544.938058333,3432832.929580815,2447630.6871578344,2955619.4469604464,1460121.507994062,1488100.7231825823,1154223.44346383,13134197.535365824,1543797.6998015188,1596947.4488326085,2110636.94134236,1830249.897740437,1872582.874316762,2668436.348494183,3361731.7798074223,663855.1245136596
2019-05-19~2019-05-25,9762956.153794728,3432298.5303547867,2447291.311823541,2955587.5715306383,1459997.9135474165,1487816.1969372178,1154029.2744067945,13137727.776044868,1543750.7082704946,1596986.1510603528,2110849.125304034,1829953.0964459025,1872337.628935476,2668158.5616881354,3361563.3601654256,664037.6937397702
2019-05-26~2019-06-01,9761365.874869399,3431762.951204177,2446950.9737947104,2955553.4523683297,1459873.745489327,1487530.613502973,1153833.8501537945,13141260.096325481,1543703.3447407088,1597024.5419467036,2111061.80167295,1829655.3115796498,1872091.6156983539,2667879.6513431533,3361393.2396939984,664219.979232145
2019-06-02~2019-06-08,9760001.58901897,3431302.9442371516,2446658.4892580207,2955522.421544157,1459766.8591773661,1487284.9862661436,1153665.3446177,13144289.454616232,1543662.4513488165,1597057.2006183853,2111244.487619417,1829399.2845657798,1871880.1360588279,2667639.6910878946,3361246.0684256773,664375.998111003
2019-06-09~2019-06-15,9758408.534293301,3430765.173798035,2446316.3633679086,2955484.135450062,1459641.6258408807,1486997.4394811203,1153467.5892864796,13147825.637014039,1543614.3969641875,1597095.0132992917,2111458.0784589243,1829099.673066336,1871632.6968037235,2667358.6941706063,3361072.789271022,664557.7566692969
2019-06-16~2019-06-22,9756813.984905908,3430226.2234343374,2445973.2747832593,2955443.605623466,1459515.818892951,1486708.8355072164,1153268.5787592947,13151363.899013413,1543565.9705807967,1597132.5146388048,2111672.1617056737,1828799.0779951736,1871384.4896927823,2667076.573714384,3360897.8092869367,664739.2314938548
2019-06-23~2019-06-29,9755217.940856792,3429686.093146059,2445629.223504074,2955400.8320643697,1459389.4383335772,1486419.1743444316,1153068.3130361452,13154904.240614355,1543517.1721986441,1597169.704636925,2111886.737359665,1828497.499352293,1871135.5147260046,2666793.329719227,3360721.12847342,664920.4225846769
2019-06-30~2019-07-06,9753620.402145954,3429144.7829332,2445284.2095303517,2955355.8147727726,1459262.4841627597,1486128.4559927662,1152866.7921170308,13158446.661816861,1543468.00181773,1597206.5832936517,2112101.8054208974,1828194.9371376943,1870885.77190339,2666508.962185136,3360542.7468304737,665101.3299417632
2019-07-07~2019-07-13,9752021.368773393,3428602.292795759,2444938.232862093,2955308.553748675,1459134.956380498,1485836.6804522201,1152664.0160019519,13161991.162620936,1543418.4594380541,1597243.1506089852,2112317.365889372,1827891.3913513771,1870635.2612249393,2666223.471112111,3360362.664358096,665281.9535651136
2019-07-14~2019-07-20,9750420.84073911,3428058.6227337383,2444591.2934992975,2955259.0489920774,1459006.8549867922,1485543.8477227935,1152459.9846909083,13165537.743026575,1543368.5450596164,1597279.4065829255,2112533.4187650876,1827586.8619933417,1870383.982690652,2665936.8565001516,3360180.8810562887,665462.2934547282
2019-07-21~2019-07-27,9748818.818043105,3427513.772747136,2444243.3914419655,2955207.3005029787,1458878.1799816424,1485249.9578044862,1152254.6981839,13169086.403033782,1543318.2586824172,1597315.3512154727,2112749.9640480457,1827281.3490635878,1870131.9363005278,2665649.1183492583,3359997.3969250508,665642.3496106069
2019-07-28~2019-08-03,9747215.300685376,3426967.7428359534,2443894.526690097,2955153.3082813793,1458748.9313650487,1484955.010697298,1152048.156480927,13172637.142642556,1543267.6003064562,1597350.9845066266,2112967.001738245,1826974.8525621158,1869879.122054567,2665360.2566594305,3359812.211964382,665822.1220327497
2019-08-04~2019-08-10,9745839.667607177,3426498.7780741504,2443594.73353366,2955105.2434063856,1458637.6902886557,1484701.3574550888,1151870.1217019986,13175682.288928874,1543223.8827606996,1597381.2795252823,2113153.4259600984,1826711.3584323435,1869661.8129788942,2665111.7666800185,3359652.128276711,665975.9868514088
2019-08-11~2019-08-17,9744233.374449106,3425950.55687446,2443244.0809205095,2955047.084253,1458507.3763936658,1484404.4469971224,1151661.2489208055,13179236.890654841,1543172.5335298954,1597416.3346109916,2113371.3781208894,1826403.0352976802,1869407.5727149514,2664820.8184178844,3359463.784632814,666155.2323394708
2019-08-18~2019-08-24,9742625.586629312,3425401.155750189,2442892.465612822,2954986.6813671133,1458376.488887232,1484106.4793502751,1151451.1209436476,13182793.571982376,1543120.8123003296,1597451.078355308,2113589.8226889228,1826093.7285912985,1869152.564595172,2664528.746616816,3359273.740159487,666334.1940937968
2019-08-25~2019-08-31,9741016.304147799,3424850.574701337,2442539.887610598,2954924.0347487265,1458245.0277693542,1483807.4545145473,1151239.737770525,13186352.332911478,1543068.7190720018,1597485.510758231,2113808.7596641975,1825783.4383131985,1868896.788619556,2664235.5512768137,3359081.994856729,666512.872114387
2019-09-01~2019-09-07,9739635.729534924,3424377.7089643893,2442236.9116681423,2954868.551819343,1458131.890263289,1483550.306076447,1151057.55316004,13189404.35461522,1543023.7716527882,1597514.7764441173,2113996.8118446865,1825516.692374888,1868676.9409184642,2663983.346740109,3358916.2880186965,666665.7988745725
2019-09-08~2019-09-14,9738023.671253067,3423824.93662703,2441882.545804636,2954801.7382691693,1457999.363867015,1483249.3178899407,1150843.8389086975,13192966.977661517,1542970.9875696173,1597548.6306415957,2114216.663290553,1825204.575463597,1868419.738924866,2663688.0648278003,3358721.3840327105,666843.9499610818
2019-09-15~2019-09-21,9736410.118309487,3423270.9843650893,2441527.217246593,2954732.6809864948,1457866.263859297,1482947.272514554,1150628.8694613902,13196531.680309381,1542917.831487685,1597582.173497681,2114437.007143661,1824891.4749805874,1868161.7690754314,2663391.659376557,3358524.7792172944,667021.8173138553
2019-09-22~2019-09-28,9734795.070704183,3422715.852178568,2441170.925994014,2954661.37997132,1457732.590240135,1482644.1699502862,1150412.644818118,13200098.46255881,1542864.3034069906,1597615.405012373,2114657.843404011,1824577.3909258598,1867903.03137016,2663094.13038638,3358326.4735724474,667199.4009328929
2019-09-29~2019-10-05,9733178.528437158,3422159.540067466,2440813.672046898,2954587.8352236445,1457598.343009529,1482340.010197138,1150195.1649788814,13203667.324409807,1542810.4033275347,1597648.325185672,2114879.172071602,1824262.3232994135,1867643.525809052,2662795.4778572684,3358126.46709817,667376.7008181945
2019-10-06~2019-10-12,9731560.49150841,3421602.048031783,2440455.455405245,2954512.0467434684,1457463.522167479,1482034.793255109,1149976.42994368,13207238.26586237,1542756.1312493172,1597680.9340175777,2115100.993146436,1823946.2721012493,1867383.2523921076,2662495.701789223,3357924.7597944625,667553.7169697604
2019-10-13~2019-10-19,9729940.95991794,3421043.376071519,2440096.2760690562,2954434.014530792,1457328.1277139848,1481728.5191241994,1149756.4397125142,13210811.286916498,1542701.4871723377,1597713.2315080902,2115323.306628511,1823629.2373313666,1867122.2111193265,2662194.802182243,3357721.351661324,667730.4493875904
