week_range,SeoulPopulation,BusanPopulation,DaeguPopulation,InchenPopulation,GwanguPopulation,DaejeonPopulation,UlsanPopulation,GyeonggiPopulation,GangwonPopulation,ChungcheongbukPopulation,ChungcheongnamPopulation,JeonbukPopulation,JeollanamPopulation,GyeongsangbukPopulation,GyeongsangnamPopulation,JejuPopulation
2008-08-17~2008-08-23,10413535.604588002,3547714.974361669,2488004.2182198656,2630585.7162550758,1440768.851227386,1483759.7795543226,1069755.3680542842,11502569.949538397,1512936.9458739124,1528034.2991575603,2068675.0850168795,1843928.3863374398,1890736.4456165791,2650242.1580262748,3194995.026428096,519722.72015155305
2008-08-24~2008-08-30,10412772.087118367,3547832.062064945,2488196.387797561,2631792.701698793,1440961.9722423372,1484058.9725980754,1070254.2464834622,11504951.95306676,1513095.3508020318,1528244.9063116962,2068615.3898372354,1844174.6571416638,1890915.1663507742,2650584.7252174634,3195765.707607366,520061.95093325106
2008-08-31~2008-09-06,10412007.074987011,3547947.9698436405,2488387.5946807195,2632997.44341001,1441154.5196458446,1484357.1084529476,1070751.8697166753,11507336.03619669,1513253.3837313894,1528455.2021244387,2068556.1870648332,1844419.9443741695,1891093.1192291328,2650926.168869718,3196534.6879572053,520400.89798121323
2008-09-07~2008-09-13,10411350.160674272,3548046.3802445903,2488550.7200685916,2634028.293334573,1441319.1037295384,1484611.8120353615,1071177.4048830492,11509381.19121543,1513388.5444473345,1528635.2078758848,2068505.8337473134,1844629.4077306641,1891245.0391171619,2651217.9406120908,3197192.46024997,520691.19819343183
2008-09-14~2008-09-20,10410582.372742573,3548160.0967347785,2488740.139090468,2635228.8681140034,1441510.5858546495,1484907.9845394553,1071672.6970380424,11511769.136462554,1513545.8865218488,1528844.925483183,2068447.5454455027,1844872.8683299785,1891421.565977538,2651557.297692039,3197958.2819165816,521029.6183073131
2008-09-21~2008-09-27,10409813.090149151,3548272.633300386,2488928.5954178083,2636427.199160933,1441701.4943683168,1485203.0998546684,1072166.7339970705,11514159.161311246,1513702.8565976014,1529054.3317490877,2068389.749550934,1845115.345357575,1891597.3249820778,2651895.5312330527,3198722.402753763,521367.7546874585
2008-09-28~2008-10-04,10409042.312894007,3548383.989941412,2489116.0890506115,2637623.286475362,1441891.8292705403,1485497.1579810008,1072659.5157601342,11516551.265761506,1513859.4546745925,1529263.4266735995,2068332.4460636068,1845356.838813453,1891772.3161307808,2652232.6412351327,3199484.8227615133,521705.60733386804
2008-10-05~2008-10-11,10408270.04097714,3548494.166657857,2489302.6199888783,2638817.13005729,1442081.5905613194,1485790.1589184527,1073151.0423272331,11518945.44981333,1514015.6807528217,1529472.2102567179,2068275.6349835214,1845597.3486976125,1891946.5394236473,2652568.6276982785,3200245.541939833,522043.1762465418
2008-10-12~2008-10-18,10407496.274398552,3548603.163449722,2489488.188232608,2640008.7299067182,1442270.7782406546,1486082.1026670237,1073641.3136983674,11521341.713466723,1514171.5348322894,1529680.6824984432,2068219.3163106777,1845836.8750100539,1892119.9948606773,2652903.4906224897,3201004.5602887226,522380.46142547956
2008-10-19~2008-10-25,10406721.01315824,3548710.9803170054,2489672.7937818016,2641198.0860236455,1442459.3923085458,1486372.989226714,1074130.329873537,11523740.056721682,1514327.0169129951,1529888.8433987752,2068163.4900450758,1846075.417750777,1892292.6824418707,2653237.230007767,3201761.8778081816,522717.46287068154
2008-10-26~2008-11-01,10405944.257256206,3548817.6172597082,2489856.4366364586,2642385.1984080723,1442647.4327649928,1486662.8185975237,1074618.0908527419,11526140.479578206,1514482.1269949393,1530096.6929577142,2068108.1561867155,1846312.9769197816,1892464.6021672275,2653569.84585411,3202517.49449821,523054.1805821476
2008-11-02~2008-11-08,10405277.276854316,3548908.0812298073,2490013.0785713294,2643400.937481101,1442808.1537512064,1486910.4023364554,1075035.1726585375,11528199.640076883,1514614.7824131015,1530274.6019201854,2068061.1190812315,1846515.8162218465,1892611.3507812552,2653854.0509057017,3203163.812225423,523342.5699345125
2008-11-09~2008-11-15,10404497.745151939,3549012.5268840026,2490194.933564704,2644583.882933741,1442995.1289292574,1487198.2683564867,1075520.6025595223,11530603.925050603,1514769.2016402024,1530481.8732736798,2068006.699693463,1846751.54875766,1892781.8444886298,2654184.5801797383,3203916.270232223,523678.7607118977
2008-11-16~2008-11-22,10403716.71878784,3549115.792613617,2490375.825863542,2645764.5846538804,1443181.5304958643,1487485.0771876373,1076004.7772645422,11533010.289625889,1514923.2488685418,1530688.8332857809,2067952.7727129362,1846986.2977217552,1892951.5703401677,2654513.985914841,3204667.027409593,524014.667755547
2008-11-23~2008-11-29,10402934.197762018,3549217.8784186505,2490555.7554678437,2646943.042641519,1443367.3584510274,1487770.8288299073,1076487.6967735977,11535418.733802741,1515076.9240981194,1530895.4819564887,2067899.338139651,1847220.063114132,1893120.528335869,2654842.268111009,3205416.0837575323,524350.2910654605
2008-11-30~2008-12-06,10402150.182074474,3549318.7842991035,2490734.7223776085,2648119.2568966574,1443552.6127947464,1488055.5232832965,1076969.3610866885,11537829.257581161,1515230.2273289352,1531101.8192858035,2067846.3959736077,1847452.8449347906,1893288.7184757341,2655169.4267682433,3206163.4392760415,524685.6306416381
2008-12-07~2008-12-13,10401364.671725208,3549418.510254975,2490912.726592837,2649293.2274192953,1443737.2935270213,1488339.1605478053,1077449.7702038144,11540241.860961149,1515383.1585609892,1531307.845273725,2067793.946214806,1847684.6431837308,1893456.1407597624,2655495.4618865433,3206909.09396512,525020.6864840798
2008-12-14~2008-12-20,10400577.666714218,3549517.056286266,2491089.768113529,2650464.9542094325,1443921.400647852,1488621.7406234331,1077928.924124976,11542656.543942701,1515535.7177942817,1531513.5599202532,2067741.988863246,1847915.4578609527,1893622.7951879539,2655820.373465909,3207653.047824768,525355.4585927858
2008-12-21~2008-12-27,10399789.167041507,3549614.422392976,2491265.846939684,2651634.4372670692,1444104.934157239,1488903.2635101802,1078406.8228501724,11545073.30652582,1515687.9050288124,1531718.9632253884,2067690.5239189279,1848145.2889664564,1893788.681760309,2656144.161506341,3208395.3008549856,525689.9469677558
2008-12-28~2009-01-03,10398999.172707072,3549710.608575105,2491440.9630713025,2652801.676592205,1444287.8940551819,1489183.7292080468,1078883.4663794045,11547492.148710506,1515839.7202645815,1531924.0551891304,2067639.5513818513,1848374.1365002417,1893953.8004768277,2656466.826007838,3209135.8530557724,526024.1516089899
2009-01-04~2009-01-10,10398320.84507741,3549792.114750427,2491590.296386426,2653800.381614413,1444444.2602769632,1489423.2869415989,1079291.0189423661,11549567.097204749,1515969.5515288792,1532099.6004985757,2067596.2525517535,1848569.5086864042,1894094.7196547084,2656742.501335276,3209769.258363635,526310.3869011559
2009-01-11~2009-01-17,10397528.074942634,3549886.109644049,2491763.624656762,2654963.4540077625,1444626.15489651,1489701.789288687,1079765.331393378,11551989.80150663,1516120.675909805,1532304.114256873,2067546.1944852688,1848796.5295869983,1894258.4123532446,2657063.079264467,3210506.6518811937,526644.0646083092
2009-01-18~2009-01-24,10396733.810146134,3549978.9246130898,2491935.990232562,2656124.282668611,1444807.4759046128,1489979.2344468944,1080238.3886484252,11554414.585410077,1516271.4282919692,1532508.316673777,2067496.6288260259,1849022.5669158741,1894421.3371959443,2657382.533654724,3211242.344569322,526977.4585817266
2009-01-25~2009-01-31,10395938.050687913,3550070.5596575495,2492107.393113825,2657282.867596959,1444988.2233012714,1490255.6224162213,1080710.1907075078,11556841.448915092,1516421.8086753716,1532712.207749288,2067447.5555740246,1849247.6206730315,1894583.4941828076,2657700.8645060463,3211976.33642802,527310.5688214082
2009-02-01~2009-02-07,10395254.781523576,3550148.1648577265,2492253.5436429298,2658274.154564778,1445142.6930933807,1490491.684953882,1081113.5934389126,11558923.27282676,1516550.4100662123,1532886.723725964,2067405.8847025626,1849439.7410506562,1894721.8747352692,2657972.825276192,3212604.1185855204,527595.8660551006
2009-02-08~2009-02-14,10394456.246265013,3550237.608613679,2492423.1586629106,2659428.572561339,1445322.3752116433,1490766.1095724304,1081583.064419775,11561353.998448968,1516700.0995947714,1533090.0365960305,2067357.725921153,1849662.9681746224,1894882.6057041504,2658289.069555208,3213334.9517609905,527928.4493607013
2009-02-15~2009-02-21,10393656.216344727,3550325.8724450506,2492591.810988355,2660580.7468254003,1445501.483718462,1491039.477002098,1082051.2802046728,11563786.803672744,1516849.417124569,1533293.0381247038,2067310.0595469852,1849885.2117268704,1895042.5688171948,2658604.19029529,3214064.0841070297,528260.748932566
2009-02-22~2009-02-28,10392854.691762717,3550412.956351842,2492759.5006192625,2661730.6773569603,1445680.0186138365,1491311.7872428852,1082518.2407936058,11566221.688498085,1516998.362655605,1533495.7283119836,2067262.885580059,1850106.4717074,1895201.7640744024,2658918.1874964377,3214791.515623639,528592.7647706949
2009-03-01~2009-03-07,10391821.963919645,3550523.1876081275,2492973.687001723,2663205.8625559043,1445908.7206216862,1491660.3469892151,1083116.7743240818,11569355.310443176,1517189.3174422255,1533755.872500113,2067202.9568740397,1850389.5035769846,1895405.3154128485,2659320.2472692756,3215724.285538483,529019.2253619835
2009-03-08~2009-03-14,10391017.022967985,3550607.5745444475,2493139.1761879753,2664350.664556035,1446085.9444051888,1491930.240798275,1083580.865893667,11571794.948643526,1517337.4126903776,1533957.8510499226,2067156.9084093804,1850608.5153935868,1895562.7555710014,2659631.676381431,3216447.829444965,529350.592665859
2009-03-15~2009-03-21,10390210.587354602,3550690.781556187,2493303.7026796914,2665493.2228236645,1446262.5945772473,1492199.077418454,1084043.7022672875,11574236.666445445,1517485.1359397676,1534159.5182583393,2067111.3523519626,1850826.5436384706,1895719.4278733176,2659941.9819546524,3217169.6725220163,529681.6762359987
2009-03-22~2009-03-28,10389402.657079495,3550772.8086433457,2493467.266476871,2666633.537358794,1446438.6711378617,1492466.8568497524,1084505.2834449434,11576680.46384893,1517632.4871903963,1534360.8741253626,2067066.2887017867,1851043.588311636,1895875.3323197972,2660251.1639889395,3217889.8147696373,530012.4760724024
2009-03-29~2009-04-04,10388593.232142668,3550853.655805923,2493629.8675795137,2667771.608161423,1446614.1740870322,1492733.57909217,1084965.6094266346,11579126.340853982,1517779.466442263,1534561.918650993,2067021.7174588526,1851259.649413083,1896030.4689104403,2660559.2224842925,3218608.256187828,530342.9921750705
2009-04-05~2009-04-11,10387898.249710955,3550922.0142502007,2493768.473726944,2668745.31159291,1446764.148638437,1492961.3567210517,1085359.1755202755,11581224.462051393,1517905.1525775017,1534733.9947277713,2066983.9054523052,1851444.0618000987,1896162.8319804277,2660822.378377892,3219222.7093963223,530626.0658627511
2009-04-12~2009-04-18,10387086.048973784,3551000.670124271,2493929.286968305,2669879.215463752,1446938.5863092116,1493226.115612691,1085817.1704237466,11583674.20117364,1518051.4409745254,1534934.4610479567,2066940.248679963,1851658.2962683546,1896316.5425530884,2661128.3503009384,3219937.9921312844,530956.0550313382
2009-04-19~2009-04-25,10386272.353574893,3551078.1460737605,2494089.1375151286,2671010.8756020935,1447112.4503685418,1493489.8173154497,1086273.9101312528,11586126.019897453,1518197.3573727873,1535134.6160267494,2066897.084314862,1851871.5471648923,1896469.4852699128,2661433.198685051,3220651.5740368166,531285.7604661894
2009-04-26~2009-05-02,10385457.163514277,3551154.442098669,2494248.025367416,2672140.2920079343,1447285.740816428,1493752.4618293277,1086729.3946427945,11588579.918222833,1518342.9017722874,1535334.4596641485,2066854.412357003,1852083.8144897115,1896621.6601309006,2661736.923530229,3221363.455112918,531615.1821673047
2009-05-03~2009-05-09,10384640.47879194,3551229.5581989964,2494405.950525167,2673267.4646812747,1447458.4576528706,1494014.049154325,1087183.6239583716,11591035.896149779,1518488.074173026,1535533.9919601546,2066812.2328063857,1852295.0982428126,1896773.0671360516,2662039.524836473,3222073.635359589,531944.3201346841
2009-05-10~2009-05-16,10383822.299407879,3551303.4943747427,2494562.9129883815,2674392.3936221143,1447630.6008778687,1494274.5792904417,1087636.5980779838,11593493.953678291,1518632.8745750028,1535733.2129147674,2066770.54566301,1852505.3984241951,1896923.706285366,2662341.002603783,3222782.1147768293,532273.1743683277
2009-05-17~2009-05-23,10383002.625362094,3551376.250625909,2494718.912757059,2675515.0788304536,1447802.170491423,1494534.0522376776,1088088.3170016315,11595954.090808371,1518777.3029782178,1535932.122527987,2066729.350926876,1852714.7150338595,1897073.577578844,2662641.3568321583,3223488.8933646395,532601.7448682354
2009-05-24~2009-05-30,10382181.45665459,3551447.8269524937,2494873.9498312003,2676635.520306292,1447973.1664935332,1494792.467996033,1088538.7807293143,11598416.307540016,1518921.359382671,1536130.7207998135,2066688.6485979839,1852923.0480718054,1897222.6810164854,2662940.5875215996,3224193.971123019,532930.0316344074
2009-05-31~2009-06-06,10381358.793285362,3551518.2233544975,2495028.0242108046,2677753.71804963,1448143.5888841993,1495049.8265655073,1088987.9892610325,11600880.603873229,1519065.0437883628,1536329.0077302468,2066648.4386763335,1853130.397538033,1897371.0165982903,2663238.6946721068,3224897.348051968,533258.0346668434
2009-06-07~2009-06-13,10380652.463625876,3551577.624003998,2495159.3217384876,2678710.387430297,1448289.2086711721,1495269.578189009,1089372.0261118396,11602994.513066208,1519187.9057697372,1536498.720153999,2066614.3649451723,1853307.3428091465,1897497.5502321306,2663493.320841553,3225498.888841112,533538.9542943252
2009-06-14~2009-06-20,10379827.024456307,3551645.8291174946,2495311.60825681,2679824.4182418482,1448458.5657834422,1495524.9734077053,1089818.9035653379,11605462.671516616,1519330.8993205857,1536696.4288789877,2066575.0694941136,1853512.865642183,1897644.4597959532,2663789.3414197536,3226199.107086833,533866.4303926803
2009-06-21~2009-06-27,10379000.090625014,3551712.85430641,2495462.9320805953,2680936.205320899,1448627.3492842682,1495779.311437521,1090264.5258228714,11607932.90956859,1519473.5208726723,1536893.8262625833,2066536.2664502966,1853717.404903501,1897790.6015039391,2664084.2384590204,3226897.6245031236,534193.6227572996
2009-06-28~2009-07-04,10378171.662131999,3551778.699570745,2495613.2932098447,2682045.748667449,1448795.5591736503,1496032.5922784556,1090708.89288444,11610405.22722213,1519615.7704259974,1537090.9123047856,2066497.9558137213,1853920.960593101,1897935.9753560887,2664378.011959353,3227594.4410899836,534520.531388183
2009-07-05~2009-07-11,10377341.73897726,3551843.364910499,2495762.6916445573,2683153.0482814987,1448963.1954515884,1496284.81593051,1091152.004750044,11612879.624477237,1519757.6479805608,1537287.6870055946,2066460.1375843878,1854123.5327109825,1898080.5813524015,2664670.661920751,3228289.556847413,534847.1562853305
2009-07-12~2009-07-18,10376510.3211608,3551906.850325672,2495911.127384733,2684258.104163048,1449130.2581180823,1496535.9823936834,1091593.8614196836,11615356.10133391,1519899.1535363626,1537484.1503650104,2066422.811762296,1854325.121257146,1898224.4194928778,2664962.1883432153,3228982.971775412,535173.4974487422
2009-07-19~2009-07-25,10375677.408682616,3551969.1558162645,2496058.600430372,2685360.916312096,1449296.7471731324,1496786.091667976,1092034.4628933582,11617834.657792151,1520040.2870934024,1537680.302383033,2066385.9783474456,1854525.7262315908,1898367.4897775175,2665252.591226745,3229674.68587398,535499.554878418
2009-07-26~2009-08-01,10374843.001542712,3552030.2813822757,2496205.110781475,2686461.484728644,1449462.6626167384,1497035.1437533882,1092473.8091710682,11620315.293851957,1520181.0486516806,1537876.1430596625,2066349.6373398372,1854725.3476343174,1898509.7922063207,2665541.8705713404,3230364.699143118,535825.3285743579
